date,street,city,statezip,country
2014-05-21 00:00:00,9807 22nd Ave SW,Seattle,WA 98106,USA
2014-05-21 00:00:00,1106-1128 Lewis Ln SE,Issaquah,WA 98027,USA
2014-05-21 00:00:00,24841 Redmond-Fall City Rd NE,Redmond,WA 98053,USA
2014-05-21 00:00:00,543 N 138th St,Seattle,WA 98133,USA
2014-05-21 00:00:00,142 11th St SE,Auburn,WA 98002,USA
2014-05-21 00:00:00,11221 NE 106th Pl,Kirkland,WA 98033,USA
2014-05-21 00:00:00,13204 NE 45th St,Bellevue,WA 98005,USA
2014-05-21 00:00:00,126th Ln NE,Kirkland,WA 98033,USA
2014-05-21 00:00:00,23571-23613 NE Twinberry Way,Redmond,WA 98053,USA
2014-05-21 00:00:00,832 Summerhill Ridge Dr NW,Issaquah,WA 98027,USA
2014-05-21 00:00:00,11283-11399 5th Ave SW,Seattle,WA 98146,USA
2014-05-21 00:00:00,1010 6th St W,Kirkland,WA 98033,USA
2014-05-21 00:00:00,8090 Juanita Dr NE,Kirkland,WA 98034,USA
2014-05-21 00:00:00,10022 NE 110th St,Kirkland,WA 98033,USA
2014-05-21 00:00:00,1150 NE Park Dr,Issaquah,WA 98029,USA
2014-05-21 00:00:00,933 N 97th St,Seattle,WA 98103,USA
2014-05-22 00:00:00,28030 185th Pl SE,Kent,WA 98042,USA
2014-05-22 00:00:00,11201 SE 190th Pl,Renton,WA 98055,USA
2014-05-22 00:00:00,11704 NE 41st St,Kirkland,WA 98033,USA
2014-05-22 00:00:00,37316 W Lake Walker Dr SE,Enumclaw,WA 98022,USA
2014-05-22 00:00:00,19654 SE 260th St,Covington,WA 98042,USA
2014-05-22 00:00:00,1645 219th Pl SE,Sammamish,WA 98075,USA
2014-05-22 00:00:00,9410 Lake Washington Blvd NE,Bellevue,WA 98004,USA
2014-05-22 00:00:00,108 NW 41st St,Seattle,WA 98107,USA
2014-05-22 00:00:00,14019 SE 61st Pl,Bellevue,WA 98006,USA
2014-05-22 00:00:00,15523 187th Ave NE,Woodinville,WA 98072,USA
2014-05-22 00:00:00,6619 147th Ct NE,Redmond,WA 98052,USA
2014-05-22 00:00:00,115 Blaine St,Seattle,WA 98109,USA
2014-05-22 00:00:00,3901 Park Ave N,Renton,WA 98056,USA
2014-05-22 00:00:00,1814 1st Ave W,Seattle,WA 98119,USA
2014-05-22 00:00:00,547 NE 81st St,Seattle,WA 98115,USA
2014-05-22 00:00:00,20301 96th Ave S,Kent,WA 98031,USA
2014-05-22 00:00:00,26905 NE Cherry St,Duvall,WA 98019,USA
2014-05-22 00:00:00,27318 10th Pl S,Des Moines,WA 98198,USA
2014-05-22 00:00:00,303 SW 108th St,Seattle,WA 98146,USA
2014-05-22 00:00:00,9122 23rd Ave NE,Seattle,WA 98115,USA
2014-05-22 00:00:00,7202 California Ave SW,Seattle,WA 98136,USA
2014-05-22 00:00:00,555 Index Ave NE,Renton,WA 98056,USA
2014-05-22 00:00:00,28764 Redondo Beach Dr S,Des Moines,WA 98198,USA
2014-05-22 00:00:00,628 SW 136th St,Burien,WA 98166,USA
2014-05-22 00:00:00,17040 426th Ave SE,North Bend,WA 98045,USA
2014-05-22 00:00:00,12036 23rd Ave S,Seattle,WA 98168,USA
2014-05-22 00:00:00,4338 SW 307th St,Federal Way,WA 98023,USA
2014-05-22 00:00:00,11050 24th Pl SW,Seattle,WA 98146,USA
2014-05-22 00:00:00,5524 S Morgan St,Seattle,WA 98118,USA
2014-05-22 00:00:00,16204 SE 8th St,Bellevue,WA 98008,USA
2014-05-22 00:00:00,32800 7th Ave SW,Federal Way,WA 98023,USA
2014-05-22 00:00:00,10218 Aqua Way S,Seattle,WA 98168,USA
2014-05-22 00:00:00,1621 56th Ct SE,Auburn,WA 98092,USA
2014-05-22 00:00:00,15800 SE 50th St,Bellevue,WA 98006,USA
2014-05-22 00:00:00,2646 168th Ave SE,Bellevue,WA 98008,USA
2014-05-22 00:00:00,2306 S 284th Pl,Federal Way,WA 98003,USA
2014-05-22 00:00:00,7057 S Lakeridge Dr,Seattle,WA 98178,USA
2014-05-22 00:00:00,12551 Roosevelt Way NE,Seattle,WA 98125,USA
2014-05-22 00:00:00,639 NW 52nd St,Seattle,WA 98107,USA
2014-05-22 00:00:00,4506 Lake Washington Blvd NE,Kirkland,WA 98033,USA
2014-05-22 00:00:00,14405 105th Ave NE,Kirkland,WA 98034,USA
2014-05-22 00:00:00,309 Hardie Ave NW,Renton,WA 98057,USA
2014-05-22 00:00:00,5440 42nd Ave SW,Seattle,WA 98136,USA
2014-05-22 00:00:00,17026 426th Ave SE,North Bend,WA 98045,USA
2014-05-22 00:00:00,15243 NE 71st Ct,Redmond,WA 98052,USA
2014-05-22 00:00:00,4616 252nd Ave SE,Issaquah,WA 98029,USA
2014-05-22 00:00:00,6527 41st Ave SW,Seattle,WA 98136,USA
2014-05-22 00:00:00,13904 24th Ave S,SeaTac,WA 98168,USA
2014-05-22 00:00:00,1330 N Lucas Pl,Seattle,WA 98103,USA
2014-05-22 00:00:00,1015 36th Ave E,Seattle,WA 98112,USA
2014-05-22 00:00:00,2069 211th Ave NE,Sammamish,WA 98074,USA
2014-05-22 00:00:00,16218 195th Pl NE,Woodinville,WA 98077,USA
2014-05-22 00:00:00,8601-8633 26th Ave SW,Seattle,WA 98106,USA
2014-05-22 00:00:00,3210 NW 58th St,Seattle,WA 98107,USA
2014-05-22 00:00:00,29613-29615 232nd Ave SE,Black Diamond,WA 98010,USA
2014-05-22 00:00:00,14623 SE 82nd Ct,Newcastle,WA 98059,USA
2014-05-22 00:00:00,18504 NE 21st St,Redmond,WA 98052,USA
2014-05-22 00:00:00,6042 Sycamore Ave NW,Seattle,WA 98107,USA
2014-05-22 00:00:00,2853 234th Ave SE,Sammamish,WA 98075,USA
2014-05-22 00:00:00,34823 Rhododendron Dr SE,Snoqualmie,WA 98065,USA
2014-05-22 00:00:00,2031 S Washington St,Seattle,WA 98144,USA
2014-05-22 00:00:00,137 18th Ave,Kirkland,WA 98033,USA
2014-05-22 00:00:00,21013 NE 60th Pl,Redmond,WA 98053,USA
2014-05-22 00:00:00,3255 111th Ave SE,Bellevue,WA 98004,USA
2014-05-22 00:00:00,1523 30th Ave S,Seattle,WA 98144,USA
2014-05-22 00:00:00,2432 267th Ct SE,Sammamish,WA 98075,USA
2014-05-22 00:00:00,820 NW 95th St,Seattle,WA 98117,USA
2014-05-22 00:00:00,35650 30th Ave S,Federal Way,WA 98003,USA
2014-05-22 00:00:00,22547 134th Pl SE,Kent,WA 98042,USA
2014-05-22 00:00:00,3742 S 192nd St,SeaTac,WA 98188,USA
2014-05-22 00:00:00,14007-14017 35th Ave NE,Seattle,WA 98125,USA
2014-05-22 00:00:00,2603 NE Davis Loop,Issaquah,WA 98029,USA
2014-05-22 00:00:00,1500-1598 98th Ave NE,Bellevue,WA 98004,USA
2014-05-22 00:00:00,709 N 94th St,Seattle,WA 98103,USA
2014-05-22 00:00:00,843 S Rose St,Seattle,WA 98108,USA
2014-05-22 00:00:00,8803 38th Ave S,Seattle,WA 98118,USA
2014-05-22 00:00:00,10741 242nd Pl NE,Redmond,WA 98053,USA
2014-05-22 00:00:00,8526 Nesbit Ave N,Seattle,WA 98103,USA
2014-05-22 00:00:00,1506 51st St NE,Auburn,WA 98002,USA
2014-05-22 00:00:00,1620 14th Ave,Seattle,WA 98122,USA
2014-05-22 00:00:00,2310 15th Ave S,Seattle,WA 98144,USA
2014-05-23 00:00:00,8030 18th Ave NW,Seattle,WA 98117,USA
2014-05-23 00:00:00,32215 E Rutherford St,Carnation,WA 98014,USA
2014-05-23 00:00:00,16810 SE 47th Way,Bellevue,WA 98006,USA
2014-05-23 00:00:00,506 Harmony Ln,Enumclaw,WA 98022,USA
2014-05-23 00:00:00,4602 S Fletcher St,Seattle,WA 98118,USA
2014-05-23 00:00:00,1414 Magnolia Blvd W,Seattle,WA 98199,USA
2014-05-23 00:00:00,4632 141st Ct SE,Bellevue,WA 98006,USA
2014-05-23 00:00:00,739 SW 337th St,Federal Way,WA 98023,USA
2014-05-23 00:00:00,2552 57th Ave SW,Seattle,WA 98116,USA
2014-05-23 00:00:00,33023 SE 310th St,Ravensdale,WA 98051,USA
2014-05-23 00:00:00,313 Mt Baker Pl NE,Renton,WA 98059,USA
2014-05-23 00:00:00,30557 55th Ave S,Auburn,WA 98001,USA
2014-05-23 00:00:00,15210 Mink Rd NE,Woodinville,WA 98077,USA
2014-05-23 00:00:00,17421 SE Covington Sawyer Rd,Kent,WA 98042,USA
2014-05-23 00:00:00,227 W Park St,North Bend,WA 98045,USA
2014-05-23 00:00:00,6008 8th Ave NE,Seattle,WA 98115,USA
2014-05-23 00:00:00,5906 44th Ave SW,Seattle,WA 98136,USA
2014-05-23 00:00:00,919 N 33rd St,Renton,WA 98056,USA
2014-05-23 00:00:00,12701 2nd Ave SW,Seattle,WA 98146,USA
2014-05-23 00:00:00,7717 35th Ave NE,Seattle,WA 98115,USA
2014-05-23 00:00:00,7608 N Fork Rd SE,Snoqualmie,WA 98065,USA
2014-05-23 00:00:00,17301 NE 131st St,Redmond,WA 98052,USA
2014-05-23 00:00:00,22922 NE 14th St,Sammamish,WA 98074,USA
2014-05-23 00:00:00,15251 NE 6th St,Bellevue,WA 98007,USA
2014-05-23 00:00:00,18318 Meridian Ave N,Shoreline,WA 98133,USA
2014-05-23 00:00:00,2436 Dexter Ave N,Seattle,WA 98109,USA
2014-05-23 00:00:00,8639 36th Ave SW,Seattle,WA 98126,USA
2014-05-23 00:00:00,10526 157th Ave NE,Redmond,WA 98052,USA
2014-05-23 00:00:00,828 NE 83rd St,Seattle,WA 98115,USA
2014-05-23 00:00:00,14951 NE 204th St,Woodinville,WA 98072,USA
2014-05-23 00:00:00,26007 SE 27th St,Sammamish,WA 98075,USA
2014-05-23 00:00:00,427 N 63rd St,Seattle,WA 98103,USA
2014-05-23 00:00:00,14222 NE 80th Pl,Redmond,WA 98052,USA
2014-05-23 00:00:00,2726 Mayfair Ave N,Seattle,WA 98109,USA
2014-05-23 00:00:00,19516-19598 108th Ave SE,Renton,WA 98055,USA
2014-05-23 00:00:00,2460 NE Park Dr,Issaquah,WA 98029,USA
2014-05-23 00:00:00,16130 SE Newport Way,Bellevue,WA 98006,USA
2014-05-23 00:00:00,28616 28th Pl S,Federal Way,WA 98003,USA
2014-05-23 00:00:00,12721 83rd Ct NE,Kirkland,WA 98034,USA
2014-05-23 00:00:00,1962 SW 172nd St,Burien,WA 98166,USA
2014-05-23 00:00:00,3524 NW 67th St,Seattle,WA 98117,USA
2014-05-23 00:00:00,14500-14526 NE 61st St,Redmond,WA 98052,USA
2014-05-23 00:00:00,3126 108th Ave SE,Bellevue,WA 98004,USA
2014-05-23 00:00:00,34422 176th Ave SE,Auburn,WA 98092,USA
2014-05-23 00:00:00,21659 SE 266th St,Maple Valley,WA 98038,USA
2014-05-23 00:00:00,2319 41st Ave SW,Seattle,WA 98116,USA
2014-05-23 00:00:00,9723 NE 15th St,Clyde Hill,WA 98004,USA
2014-05-23 00:00:00,5002 Jasmine Ave SE,Auburn,WA 98092,USA
2014-05-23 00:00:00,4411 S 314th St,Auburn,WA 98001,USA
2014-05-23 00:00:00,6605-6609 141st Pl NE,Redmond,WA 98052,USA
2014-05-23 00:00:00,2758 68th Ave SE,Mercer Island,WA 98040,USA
2014-05-23 00:00:00,6729 Dibble Ave NW,Seattle,WA 98117,USA
2014-05-23 00:00:00,16220 8th Ave NE,Shoreline,WA 98155,USA
2014-05-23 00:00:00,15216 SE 176th Pl,Renton,WA 98058,USA
2014-05-23 00:00:00,37739 Auburn Enumclaw Rd SE,Auburn,WA 98092,USA
2014-05-23 00:00:00,749 Mountain View Pl SW,Issaquah,WA 98027,USA
2014-05-23 00:00:00,6617 Beveridge Pl SW,Seattle,WA 98136,USA
2014-05-23 00:00:00,19933 NE 85th St,Redmond,WA 98053,USA
2014-05-23 00:00:00,7111 S Ryan St,Seattle,WA 98178,USA
2014-05-23 00:00:00,2333 12th Ave E,Seattle,WA 98102,USA
2014-05-23 00:00:00,6008 29th Ave NE,Seattle,WA 98115,USA
2014-05-23 00:00:00,1011 SW 118th St,Seattle,WA 98146,USA
2014-05-23 00:00:00,8930-9034 236th Ave NE,Redmond,WA 98053,USA
2014-05-23 00:00:00,1905 NE 29th Ct,Renton,WA 98056,USA
2014-05-23 00:00:00,7532 44th Ave NE,Seattle,WA 98115,USA
2014-05-23 00:00:00,6621 S 131st Pl,Seattle,WA 98178,USA
2014-05-23 00:00:00,7705 13th Ave NW,Seattle,WA 98117,USA
2014-05-23 00:00:00,2086 Market St,Kirkland,WA 98033,USA
2014-05-23 00:00:00,1709 NE 86th St,Seattle,WA 98115,USA
2014-05-23 00:00:00,825 NE 63rd St,Seattle,WA 98115,USA
2014-05-23 00:00:00,16032 SE 170th Pl,Renton,WA 98058,USA
2014-05-23 00:00:00,11405 SE 229th St,Kent,WA 98031,USA
2014-05-23 00:00:00,12115 SE 44th Pl,Bellevue,WA 98006,USA
2014-05-23 00:00:00,11815 SE 56th St,Bellevue,WA 98006,USA
2014-05-23 00:00:00,128 NW 59th St,Seattle,WA 98107,USA
2014-05-23 00:00:00,12413 84th Ave S,Seattle,WA 98178,USA
2014-05-23 00:00:00,8830 Midvale Ave N,Seattle,WA 98103,USA
2014-05-23 00:00:00,3002 SW Cycle Ct,Seattle,WA 98126,USA
2014-05-23 00:00:00,5410 Greenwood Ave N,Seattle,WA 98103,USA
2014-05-23 00:00:00,9245a Interlake Ave N,Seattle,WA 98103,USA
2014-05-23 00:00:00,1700 E Columbia St,Seattle,WA 98122,USA
2014-05-24 00:00:00,16803 426th Pl SE,North Bend,WA 98045,USA
2014-05-24 00:00:00,611 N 46th St,Seattle,WA 98103,USA
2014-05-24 00:00:00,4277 E Lake Sammamish Shore Ln SE,Sammamish,WA 98075,USA
2014-05-24 00:00:00,29002 NE 3rd Way,Carnation,WA 98014,USA
2014-05-24 00:00:00,7550 Roosevelt Way NE,Seattle,WA 98115,USA
2014-05-24 00:00:00,23221 SE 242nd St,Maple Valley,WA 98038,USA
2014-05-24 00:00:00,3512 253rd Ct SE,Issaquah,WA 98029,USA
2014-05-24 00:00:00,1121 48th Ct SE,Auburn,WA 98092,USA
2014-05-24 00:00:00,3113 SE 6th St,Renton,WA 98058,USA
2014-05-24 00:00:00,34214 SE Carmichael St,Snoqualmie,WA 98065,USA
2014-05-24 00:00:00,19454 SE 27th Pl,Sammamish,WA 98075,USA
2014-05-25 00:00:00,18641 48th Pl S,SeaTac,WA 98188,USA
2014-05-25 00:00:00,1168 Semanski St,Enumclaw,WA 98022,USA
2014-05-25 00:00:00,15017-15023 NE 144th St,Redmond,WA 98052,USA
2014-05-25 00:00:00,23620 SE 243rd Pl,Maple Valley,WA 98038,USA
2014-05-25 00:00:00,19584-19766 Meridian Ave N,Shoreline,WA 98133,USA
2014-05-26 00:00:00,5403 23rd Ave SW,Seattle,WA 98106,USA
2014-05-26 00:00:00,19807 330th Ave NE,Duvall,WA 98019,USA
2014-05-26 00:00:00,16704 162nd Ave NE,Woodinville,WA 98072,USA
2014-05-26 00:00:00,1743 NE 146th St,Shoreline,WA 98155,USA
2014-05-26 00:00:00,11674 SE 189th Pl,Renton,WA 98058,USA
2014-05-26 00:00:00,4804 S 378th St,Auburn,WA 98001,USA
2014-05-26 00:00:00,6601 NE 153rd Pl,Kenmore,WA 98028,USA
2014-05-27 00:00:00,3169 NE 85th St,Seattle,WA 98115,USA
2014-05-27 00:00:00,5149 S Graham St,Seattle,WA 98118,USA
2014-05-27 00:00:00,6015 5th Ave NW,Seattle,WA 98107,USA
2014-05-27 00:00:00,11716 16th Ave NE,Seattle,WA 98125,USA
2014-05-27 00:00:00,11709 3rd Ave NW,Seattle,WA 98177,USA
2014-05-27 00:00:00,10710 Lake City Way NE,Seattle,WA 98125,USA
2014-05-27 00:00:00,18504 57th Ave NE,Kenmore,WA 98028,USA
2014-05-27 00:00:00,19141 1st Ave NW,Shoreline,WA 98177,USA
2014-05-27 00:00:00,3438-3474 S Charles St,Seattle,WA 98144,USA
2014-05-27 00:00:00,3220 19th Ave S,Seattle,WA 98144,USA
2014-05-27 00:00:00,4640 193rd Ave SE,Issaquah,WA 98027,USA
2014-05-27 00:00:00,11009 SE 220th Pl,Kent,WA 98031,USA
2014-05-27 00:00:00,13607 128th Ave NE,Kirkland,WA 98034,USA
2014-05-27 00:00:00,15717 126th Pl NE,Woodinville,WA 98072,USA
2014-05-27 00:00:00,12662 60th Ave S,Seattle,WA 98178,USA
2014-05-27 00:00:00,1527 39th Ave E,Seattle,WA 98112,USA
2014-05-27 00:00:00,Trossachs Blvd SE,Sammamish,WA 98075,USA
2014-05-27 00:00:00,3825 NE 87th St,Seattle,WA 98115,USA
2014-05-27 00:00:00,11540 NE 91st St,Kirkland,WA 98033,USA
2014-05-27 00:00:00,10413 SE 25th St,Bellevue,WA 98004,USA
2014-05-27 00:00:00,2317 N 147th St,Shoreline,WA 98133,USA
2014-05-27 00:00:00,16727 163rd Pl SE,Renton,WA 98058,USA
2014-05-27 00:00:00,7741 29th Ave NW,Seattle,WA 98117,USA
2014-05-27 00:00:00,6875 SE 33rd St,Mercer Island,WA 98040,USA
2014-05-27 00:00:00,311 Dereks Pl,Pacific,WA 98047,USA
2014-05-27 00:00:00,516 16th Ave E,Seattle,WA 98112,USA
2014-05-27 00:00:00,26222 142nd Ave SE,Kent,WA 98042,USA
2014-05-27 00:00:00,440 Scenic Way,Kent,WA 98030,USA
2014-05-27 00:00:00,1626 S Bennett St,Seattle,WA 98108,USA
2014-05-27 00:00:00,14323 73rd Ave NE,Kenmore,WA 98028,USA
2014-05-27 00:00:00,5201 NE 11th Ct,Renton,WA 98059,USA
2014-05-27 00:00:00,6123 37th Ave NW,Seattle,WA 98107,USA
2014-05-27 00:00:00,1531 NE 172nd St,Shoreline,WA 98155,USA
2014-05-27 00:00:00,2441-2499 Crane Dr W,Seattle,WA 98199,USA
2014-05-27 00:00:00,6559 42nd Ave NE,Seattle,WA 98115,USA
2014-05-27 00:00:00,2113 41st Ave SW,Seattle,WA 98116,USA
2014-05-27 00:00:00,7550 14th Avenue Northeast,Seattle,WA 98115,USA
2014-05-27 00:00:00,15816 NE 195th St,Woodinville,WA 98072,USA
2014-05-27 00:00:00,31617 6th Ave SW,Federal Way,WA 98023,USA
2014-05-27 00:00:00,26526 111th Pl SE,Kent,WA 98030,USA
2014-05-27 00:00:00,1532 McGilvra Blvd E,Seattle,WA 98112,USA
2014-05-27 00:00:00,5022 Private Rd,Redmond,WA 98052,USA
2014-05-27 00:00:00,1805 154th Ave SE,Bellevue,WA 98007,USA
2014-05-27 00:00:00,10719 47th Ave S,Tukwila,WA 98178,USA
2014-05-27 00:00:00,8605 NE 137th St,Kirkland,WA 98034,USA
2014-05-27 00:00:00,20208 1st Pl S,Des Moines,WA 98198,USA
2014-05-27 00:00:00,28312 NE 138th Pl,Duvall,WA 98019,USA
2014-05-27 00:00:00,4646 88th Ave SE,Mercer Island,WA 98040,USA
2014-05-27 00:00:00,10161 134th Pl NE,Kirkland,WA 98033,USA
2014-05-27 00:00:00,729 Martin Luther King Jr Way S,Seattle,WA 98144,USA
2014-05-27 00:00:00,14216-14228 117th Ave NE,Kirkland,WA 98034,USA
2014-05-27 00:00:00,8127 22nd Ave SW,Seattle,WA 98106,USA
2014-05-27 00:00:00,15918 NE 113th Ct,Redmond,WA 98052,USA
2014-05-27 00:00:00,20234 20th Ave NE,Shoreline,WA 98155,USA
2014-05-27 00:00:00,3824 35th Ave SW,Seattle,WA 98126,USA
2014-05-27 00:00:00,6231 Lake Washington Blvd SE,Bellevue,WA 98006,USA
2014-05-27 00:00:00,23744 NE 116th Pl,Redmond,WA 98053,USA
2014-05-27 00:00:00,1906 11th Ave W,Seattle,WA 98119,USA
2014-05-27 00:00:00,323 25th Ave S,Seattle,WA 98144,USA
2014-05-27 00:00:00,1035 Duvall Pl NE,Renton,WA 98059,USA
2014-05-27 00:00:00,20020 127th Pl SE,Kent,WA 98031,USA
2014-05-27 00:00:00,1256 SW 146th St,Burien,WA 98166,USA
2014-05-27 00:00:00,3041 37th Ave W,Seattle,WA 98199,USA
2014-05-27 00:00:00,5230 S Rose St,Seattle,WA 98118,USA
2014-05-27 00:00:00,17780 13th Ave NW,Seattle,WA 98177,USA
2014-05-27 00:00:00,1950 NW Goode Pl,Issaquah,WA 98027,USA
2014-05-27 00:00:00,3227 Whalley Pl W,Seattle,WA 98199,USA
2014-05-27 00:00:00,15345 Stone Ave N,Shoreline,WA 98133,USA
2014-05-27 00:00:00,3118 264th Ave NE,Redmond,WA 98053,USA
2014-05-27 00:00:00,7725 NE 143rd St,Kirkland,WA 98034,USA
2014-05-27 00:00:00,12037 6th Ave NW,Seattle,WA 98177,USA
2014-05-27 00:00:00,16423 126th Pl SE,Renton,WA 98058,USA
2014-05-27 00:00:00,10424 2nd Ave S,Seattle,WA 98168,USA
2014-05-27 00:00:00,1414 235th Pl SE,Sammamish,WA 98075,USA
2014-05-27 00:00:00,3728 246th Ave SE,Issaquah,WA 98029,USA
2014-05-27 00:00:00,16828 SE 251 St,Covington,WA 98042,USA
2014-05-27 00:00:00,7000 Autumn Ave SE,Snoqualmie,WA 98065,USA
2014-05-27 00:00:00,3601-3733 Greenbrier Ln,Mercer Island,WA 98040,USA
2014-05-27 00:00:00,24506 SE 276th Ct,Maple Valley,WA 98038,USA
2014-05-27 00:00:00,10207 37th Ave SW,Seattle,WA 98146,USA
2014-05-27 00:00:00,807 N 42nd St,Seattle,WA 98103,USA
2014-05-27 00:00:00,8221 21st Ave NE,Seattle,WA 98115,USA
2014-05-27 00:00:00,4103 37th Ave SW,Seattle,WA 98126,USA
2014-05-27 00:00:00,4111 1st Ave NW,Seattle,WA 98107,USA
2014-05-27 00:00:00,17101-17103 SE 383rd St,Auburn,WA 98092,USA
2014-05-27 00:00:00,13436 Occidental Ave S,Burien,WA 98168,USA
2014-05-27 00:00:00,19132 Beall Rd SW,Vashon,WA 98070,USA
2014-05-27 00:00:00,6601-6699 28th Ave NW,Seattle,WA 98117,USA
2014-05-27 00:00:00,14009 NE 85th Ct,Redmond,WA 98052,USA
2014-05-27 00:00:00,6402-6412 105th Ave NE,Kirkland,WA 98033,USA
2014-05-27 00:00:00,12108 NE 106th Pl,Kirkland,WA 98033,USA
2014-05-27 00:00:00,2150 S 262nd Ct,Des Moines,WA 98198,USA
2014-05-27 00:00:00,7906 6th Ave NW,Seattle,WA 98117,USA
2014-05-27 00:00:00,12303 Sand Point Way NE,Seattle,WA 98125,USA
2014-05-27 00:00:00,3825 S Angeline St,Seattle,WA 98118,USA
2014-05-27 00:00:00,6310 Fairway Pl SE,Snoqualmie,WA 98065,USA
2014-05-27 00:00:00,3617 NE 12th St,Renton,WA 98056,USA
2014-05-27 00:00:00,Shangri-La Way NW,Issaquah,WA 98027,USA
2014-05-27 00:00:00,3933 S Brandon St,Seattle,WA 98118,USA
2014-05-28 00:00:00,8308 NE 176th Pl,Kenmore,WA 98028,USA
2014-05-28 00:00:00,6056 156th Ave NE,Redmond,WA 98052,USA
2014-05-28 00:00:00,2496-2598 S 121st St,Burien,WA 98168,USA
2014-05-28 00:00:00,24927 NE 108th St,Redmond,WA 98053,USA
2014-05-28 00:00:00,18808 215th Way NE,Woodinville,WA 98077,USA
2014-05-28 00:00:00,35039 41st Pl S,Federal Way,WA 98001,USA
2014-05-28 00:00:00,2940 72nd Ave SE,Mercer Island,WA 98040,USA
2014-05-28 00:00:00,7343 NE 150th St,Kenmore,WA 98028,USA
2014-05-28 00:00:00,3022 254th Ave SE,Issaquah,WA 98075,USA
2014-05-28 00:00:00,3212 E Terrace St,Seattle,WA 98122,USA
2014-05-28 00:00:00,7708 16th Ave NE,Seattle,WA 98115,USA
2014-05-28 00:00:00,16708 N Park Ave N,Shoreline,WA 98133,USA
2014-05-28 00:00:00,333 NW 84th St,Seattle,WA 98117,USA
2014-05-28 00:00:00,36721 34th Ave S,Auburn,WA 98001,USA
2014-05-28 00:00:00,6825 48th Ave NE,Seattle,WA 98115,USA
2014-05-28 00:00:00,5726 61st Ave NE,Seattle,WA 98105,USA
2014-05-28 00:00:00,11004 NE 108th St,Kirkland,WA 98033,USA
2014-05-28 00:00:00,5840 16th Ave S,Seattle,WA 98108,USA
2014-05-28 00:00:00,318 E Mercer St,Seattle,WA 98102,USA
2014-05-28 00:00:00,4205 S 288th Pl,Auburn,WA 98001,USA
2014-05-28 00:00:00,6730 SE 5th St,Renton,WA 98059,USA
2014-05-28 00:00:00,3920 42nd Ave SW,Seattle,WA 98116,USA
2014-05-28 00:00:00,4001 42nd Ave S,Seattle,WA 98118,USA
2014-05-28 00:00:00,2615 109th Pl NE,Bellevue,WA 98004,USA
2014-05-28 00:00:00,125 N Bowdoin Pl,Seattle,WA 98103,USA
2014-05-28 00:00:00,23039 NE 130th St,Redmond,WA 98053,USA
2014-05-28 00:00:00,8408 20th Ave SW,Seattle,WA 98106,USA
2014-05-28 00:00:00,11131 NE 162nd St,Bothell,WA 98011,USA
2014-05-28 00:00:00,18401 124th Ave SE,Renton,WA 98058,USA
2014-05-28 00:00:00,30410 128th Pl SE,Auburn,WA 98092,USA
2014-05-28 00:00:00,11022 SE 319th Ct,Auburn,WA 98092,USA
2014-05-28 00:00:00,1345 232nd Pl NE,Sammamish,WA 98074,USA
2014-05-28 00:00:00,4228 249th Ct SE,Issaquah,WA 98029,USA
2014-05-28 00:00:00,15803 197th Pl NE,Woodinville,WA 98077,USA
2014-05-28 00:00:00,714 145th Ave SE,Bellevue,WA 98007,USA
2014-05-28 00:00:00,127 Chicago Blvd S,Pacific,WA 98047,USA
2014-05-28 00:00:00,8516 Linden Ave N,Seattle,WA 98103,USA
2014-05-28 00:00:00,225 246th Ct NE,Sammamish,WA 98074,USA
2014-05-28 00:00:00,14217 SE 144th St,Renton,WA 98059,USA
2014-05-28 00:00:00,921 4th Ave N,Kent,WA 98032,USA
2014-05-28 00:00:00,27209 110th Ave SE,Kent,WA 98030,USA
2014-05-28 00:00:00,34711 5th Ave SW,Federal Way,WA 98023,USA
2014-05-28 00:00:00,29211 7th Pl S,Federal Way,WA 98003,USA
2014-05-28 00:00:00,5923 Beach Dr SW,Seattle,WA 98136,USA
2014-05-28 00:00:00,508 D St SE,Auburn,WA 98002,USA
2014-05-28 00:00:00,6736 40th Ave SW,Seattle,WA 98136,USA
2014-05-28 00:00:00,20303 SE 40th St,Sammamish,WA 98075,USA
2014-05-28 00:00:00,3115 S Norman St,Seattle,WA 98144,USA
2014-05-28 00:00:00,2003 NE 117th St,Seattle,WA 98125,USA
2014-05-28 00:00:00,4911 NE 65th St,Seattle,WA 98115,USA
2014-05-28 00:00:00,13507 62nd Ave NE,Kirkland,WA 98034,USA
2014-05-28 00:00:00,3228 36th Ave W,Seattle,WA 98199,USA
2014-05-28 00:00:00,3627 48th Ave SW,Seattle,WA 98116,USA
2014-05-28 00:00:00,26272 142nd Ave SE,Kent,WA 98042,USA
2014-05-28 00:00:00,9413 34th Ave SW,Seattle,WA 98126,USA
2014-05-28 00:00:00,10637 SE 29th St,Beaux Arts Village,WA 98004,USA
2014-05-28 00:00:00,1917 3rd Ave W,Seattle,WA 98119,USA
2014-05-28 00:00:00,4031 W Ames Lake Dr NE,Redmond,WA 98053,USA
2014-05-28 00:00:00,14007 35th Ave NE,Seattle,WA 98125,USA
2014-05-28 00:00:00,20525 NE 26th St,Sammamish,WA 98074,USA
2014-05-28 00:00:00,1224 N 27th Pl,Renton,WA 98056,USA
2014-05-28 00:00:00,12501 SE 4th Pl,Bellevue,WA 98005,USA
